participant_resource_id,enrollment_id,resource_id,quantity
5466,979,3,1
5467,979,4,1
5468,979,5,1
5469,979,7,1
5470,979,8,1
5471,980,1,1
5472,980,3,1
5473,980,4,1
5474,980,5,1
5475,980,6,1
5476,980,7,1
5477,980,8,1
5478,981,3,1
5479,981,4,1
5480,981,5,1
5481,981,7,1
5482,981,8,1
5483,982,1,1
5484,982,3,1
5485,982,4,1
5486,982,5,1
5487,982,6,1
5488,982,7,1
5489,982,8,1
5490,983,3,1
5491,983,4,1
5492,983,5,1
5493,983,6,1
5494,983,7,1
5495,983,8,1
5496,984,1,1
5497,984,3,1
5498,984,4,1
5499,984,5,1
5500,984,6,1
5501,984,7,1
5502,984,8,1
5503,985,3,1
5504,985,4,1
5505,985,5,1
5506,985,6,1
5507,985,7,1
5508,985,8,1
5509,986,3,1
5510,986,4,1
5511,986,5,1
5512,986,6,1
5513,986,7,1
5514,986,8,1
5515,987,3,1
5516,987,4,1
5517,987,5,1
5518,987,6,1
5519,987,7,1
5520,987,8,1
5521,988,3,1
5522,988,4,1
5523,988,5,1
5524,988,6,1
5525,988,7,1
5526,988,8,1
5527,989,1,1
5528,989,3,1
5529,989,4,1
5530,989,5,1
5531,989,6,1
5532,989,7,1
5533,989,8,1
5534,990,3,1
5535,990,4,1
5536,990,5,1
5537,990,6,1
5538,990,7,1
5539,990,8,1
5540,991,3,1
5541,991,4,1
5542,991,5,1
5543,991,6,1
5544,991,7,1
5545,991,8,1
5546,992,1,1
5547,992,3,1
5548,992,4,1
5549,992,5,1
5550,992,6,1
5551,992,7,1
5552,992,8,1
5553,993,3,1
5554,993,4,1
5555,993,5,1
5556,993,6,1
5557,993,7,1
5558,993,8,1
5559,994,1,1
5560,994,3,1
5561,994,4,1
5562,994,5,1
5563,994,6,1
5564,994,7,1
5565,994,8,1
5566,995,1,1
5567,995,3,1
5568,995,4,1
5569,995,5,1
5570,995,6,1
5571,995,7,1
5572,995,8,1
5573,996,3,1
5574,996,4,1
5575,996,5,1
5576,996,6,1
5577,996,7,1
5578,996,8,1
5579,997,3,1
5580,997,4,1
5581,997,5,1
5582,997,6,1
5583,997,7,1
5584,997,8,1
5585,998,3,1
5586,998,4,1
5587,998,5,1
5588,998,6,1
5589,998,7,1
5590,998,8,1
5591,999,3,1
5592,999,4,1
5593,999,5,1
5594,999,6,1
5595,999,7,1
5596,999,8,1
5597,1000,3,1
5598,1000,4,1
5599,1000,5,1
5600,1000,7,1
5601,1000,8,1
5602,1001,3,1
5603,1001,4,1
5604,1001,5,1
5605,1001,6,1
5606,1001,7,1
5607,1001,8,1
5608,1002,3,1
5609,1002,4,1
5610,1002,5,1
5611,1002,6,1
5612,1002,7,1
5613,1002,8,1
5614,1003,3,1
5615,1003,4,1
5616,1003,5,1
5617,1003,6,1
5618,1003,7,1
5619,1003,8,1
5620,1004,3,1
5621,1004,4,1
5622,1004,5,1
5623,1004,6,1
5624,1004,7,1
5625,1004,8,1
5626,1005,3,1
5627,1005,4,1
5628,1005,5,1
5629,1005,6,1
5630,1005,7,1
5631,1005,8,1
5632,1006,1,1
5633,1006,3,1
5634,1006,4,1
5635,1006,5,1
5636,1006,7,1
5637,1006,8,1
5638,1007,3,1
5639,1007,4,1
5640,1007,5,1
5641,1007,6,1
5642,1007,7,1
5643,1007,8,1
5644,1008,3,1
5645,1008,4,1
5646,1008,5,1
5647,1008,6,1
5648,1008,7,1
5649,1008,8,1
5650,1009,3,1
5651,1009,4,1
5652,1009,5,1
5653,1009,6,1
5654,1009,7,1
5655,1009,8,1
5656,1010,1,1
5657,1010,3,1
5658,1010,4,1
5659,1010,5,1
5660,1010,6,1
5661,1010,7,1
5662,1010,8,1
5663,1011,3,1
5664,1011,4,1
5665,1011,5,1
5666,1011,6,1
5667,1011,7,1
5668,1011,8,1
5669,1012,3,1
5670,1012,4,1
5671,1012,5,1
5672,1012,6,1
5673,1012,7,1
5674,1012,8,1
5675,1013,3,1
5676,1013,4,1
5677,1013,5,1
5678,1013,7,1
5679,1013,8,1
5680,1014,3,1
5681,1014,4,1
5682,1014,5,1
5683,1014,6,1
5684,1014,7,1
5685,1014,8,1
5686,1015,3,1
5687,1015,4,1
5688,1015,5,1
5689,1015,6,1
5690,1015,7,1
5691,1015,8,1
5692,1016,1,1
5693,1016,3,1
5694,1016,4,1
5695,1016,5,1
5696,1016,6,1
5697,1016,7,1
5698,1016,8,1
5699,1017,3,1
5700,1017,4,1
5701,1017,5,1
5702,1017,6,1
5703,1017,7,1
5704,1017,8,1
5705,1018,3,1
5706,1018,4,1
5707,1018,5,1
5708,1018,7,1
5709,1018,8,1
5710,1019,1,1
5711,1019,3,1
5712,1019,4,1
5713,1019,5,1
5714,1019,7,1
5715,1019,8,1
5716,1020,1,1
5717,1020,3,1
5718,1020,4,1
5719,1020,5,1
5720,1020,6,1
5721,1020,7,1
5722,1020,8,1
5723,1021,3,1
5724,1021,4,1
5725,1021,5,1
5726,1021,6,1
5727,1021,7,1
5728,1021,8,1
5729,1022,3,1
5730,1022,4,1
5731,1022,5,1
5732,1022,6,1
5733,1022,7,1
5734,1022,8,1
5735,1023,3,1
5736,1023,4,1
5737,1023,5,1
5738,1023,6,1
5739,1023,7,1
5740,1023,8,1
5741,1024,1,1
5742,1024,3,1
5743,1024,4,1
5744,1024,5,1
5745,1024,6,1
5746,1024,7,1
5747,1024,8,1
5748,1025,1,1
5749,1025,3,1
5750,1025,4,1
5751,1025,5,1
5752,1025,6,1
5753,1025,7,1
5754,1025,8,1
5755,1026,3,1
5756,1026,4,1
5757,1026,5,1
5758,1026,7,1
5759,1026,8,1
5760,1027,3,1
5761,1027,4,1
5762,1027,5,1
5763,1027,6,1
5764,1027,7,1
5765,1027,8,1
5766,1028,3,1
5767,1028,4,1
5768,1028,5,1
5769,1028,6,1
5770,1028,7,1
5771,1028,8,1
5772,1029,3,1
5773,1029,4,1
5774,1029,5,1
5775,1029,6,1
5776,1029,7,1
5777,1029,8,1
5778,1030,1,1
5779,1030,3,1
5780,1030,4,1
5781,1030,5,1
5782,1030,6,1
5783,1030,7,1
5784,1030,8,1
5785,1031,1,1
5786,1031,3,1
5787,1031,4,1
5788,1031,5,1
5789,1031,6,1
5790,1031,7,1
5791,1031,8,1
5792,1032,3,1
5793,1032,4,1
5794,1032,5,1
5795,1032,7,1
5796,1032,8,1
5797,1033,3,1
5798,1033,4,1
5799,1033,5,1
5800,1033,6,1
5801,1033,7,1
5802,1033,8,1
5803,1034,3,1
5804,1034,4,1
5805,1034,5,1
5806,1034,6,1
5807,1034,7,1
5808,1034,8,1
5809,1035,3,1
5810,1035,4,1
5811,1035,5,1
5812,1035,6,1
5813,1035,7,1
5814,1035,8,1
5815,1036,3,1
5816,1036,4,1
5817,1036,5,1
5818,1036,6,1
5819,1036,7,1
5820,1036,8,1
5821,1037,3,1
5822,1037,4,1
5823,1037,5,1
5824,1037,6,1
5825,1037,7,1
5826,1037,8,1
5827,1038,3,1
5828,1038,4,1
5829,1038,5,1
5830,1038,7,1
5831,1038,8,1
5832,1039,1,1
5833,1039,3,1
5834,1039,4,1
5835,1039,5,1
5836,1039,6,1
5837,1039,7,1
5838,1039,8,1
5839,1040,3,1
5840,1040,4,1
5841,1040,5,1
5842,1040,6,1
5843,1040,7,1
5844,1040,8,1
5845,1041,3,1
5846,1041,4,1
5847,1041,5,1
5848,1041,7,1
5849,1041,8,1
5850,1042,1,1
5851,1042,3,1
5852,1042,4,1
5853,1042,5,1
5854,1042,6,1
5855,1042,7,1
5856,1042,8,1
5857,1043,3,1
5858,1043,4,1
5859,1043,5,1
5860,1043,7,1
5861,1043,8,1
5862,1044,3,1
5863,1044,4,1
5864,1044,5,1
5865,1044,6,1
5866,1044,7,1
5867,1044,8,1
5868,1045,3,1
5869,1045,4,1
5870,1045,5,1
5871,1045,6,1
5872,1045,7,1
5873,1045,8,1
5874,1046,1,1
5875,1046,3,1
5876,1046,4,1
5877,1046,5,1
5878,1046,7,1
5879,1046,8,1
5880,1047,3,1
5881,1047,4,1
5882,1047,5,1
5883,1047,6,1
5884,1047,7,1
5885,1047,8,1
5886,1048,3,1
5887,1048,4,1
5888,1048,5,1
5889,1048,7,1
5890,1048,8,1
5891,1049,1,1
5892,1049,3,1
5893,1049,4,1
5894,1049,5,1
5895,1049,7,1
5896,1049,8,1
5897,1050,3,1
5898,1050,4,1
5899,1050,5,1
5900,1050,6,1
5901,1050,7,1
5902,1050,8,1
5903,1051,3,1
5904,1051,4,1
5905,1051,5,1
5906,1051,6,1
5907,1051,7,1
5908,1051,8,1
5909,1052,3,1
5910,1052,4,1
5911,1052,5,1
5912,1052,6,1
5913,1052,7,1
5914,1052,8,1
5915,1053,3,1
5916,1053,4,1
5917,1053,5,1
5918,1053,7,1
5919,1053,8,1
5920,1054,3,1
5921,1054,4,1
5922,1054,5,1
5923,1054,7,1
5924,1054,8,1
5925,1055,3,1
5926,1055,4,1
5927,1055,5,1
5928,1055,6,1
5929,1055,7,1
5930,1055,8,1
5931,1056,3,1
5932,1056,4,1
5933,1056,5,1
5934,1056,6,1
5935,1056,7,1
5936,1056,8,1
5937,1057,3,1
5938,1057,4,1
5939,1057,5,1
5940,1057,6,1
5941,1057,7,1
5942,1057,8,1
5943,1058,1,1
5944,1058,3,1
5945,1058,4,1
5946,1058,5,1
5947,1058,6,1
5948,1058,7,1
5949,1058,8,1
5950,1059,3,1
5951,1059,4,1
5952,1059,5,1
5953,1059,6,1
5954,1059,7,1
5955,1059,8,1
5956,1060,3,1
5957,1060,4,1
5958,1060,5,1
5959,1060,6,1
5960,1060,7,1
5961,1060,8,1
5962,1061,1,1
5963,1061,3,1
5964,1061,4,1
5965,1061,5,1
5966,1061,6,1
5967,1061,7,1
5968,1061,8,1
5969,1062,3,1
5970,1062,4,1
5971,1062,5,1
5972,1062,7,1
5973,1062,8,1
5974,1063,3,1
5975,1063,4,1
5976,1063,5,1
5977,1063,7,1
5978,1063,8,1
5979,1064,3,1
5980,1064,4,1
5981,1064,5,1
5982,1064,6,1
5983,1064,7,1
5984,1064,8,1
5985,1065,1,1
5986,1065,3,1
5987,1065,4,1
5988,1065,5,1
5989,1065,6,1
5990,1065,7,1
5991,1065,8,1
5992,1066,1,1
5993,1066,3,1
5994,1066,4,1
5995,1066,5,1
5996,1066,6,1
5997,1066,7,1
5998,1066,8,1
5999,1067,1,1
6000,1067,3,1
6001,1067,4,1
6002,1067,5,1
6003,1067,6,1
6004,1067,7,1
6005,1067,8,1
6006,1068,3,1
6007,1068,4,1
6008,1068,5,1
6009,1068,6,1
6010,1068,7,1
6011,1068,8,1
6012,1069,3,1
6013,1069,4,1
6014,1069,5,1
6015,1069,7,1
6016,1069,8,1
6017,1070,3,1
6018,1070,4,1
6019,1070,5,1
6020,1070,7,1
6021,1070,8,1
6022,1071,1,1
6023,1071,3,1
6024,1071,4,1
6025,1071,5,1
6026,1071,6,1
6027,1071,7,1
6028,1071,8,1
6029,1072,3,1
6030,1072,4,1
6031,1072,5,1
6032,1072,6,1
6033,1072,7,1
6034,1072,8,1
6035,1073,3,1
6036,1073,4,1
6037,1073,5,1
6038,1073,6,1
6039,1073,7,1
6040,1073,8,1
6041,1074,3,1
6042,1074,4,1
6043,1074,5,1
6044,1074,6,1
6045,1074,7,1
6046,1074,8,1
6047,1075,1,1
6048,1075,3,1
6049,1075,4,1
6050,1075,5,1
6051,1075,6,1
6052,1075,7,1
6053,1075,8,1
6054,1076,3,1
6055,1076,4,1
6056,1076,5,1
6057,1076,6,1
6058,1076,7,1
6059,1076,8,1
6060,1077,3,1
6061,1077,4,1
6062,1077,5,1
6063,1077,7,1
6064,1077,8,1
6065,1078,3,1
6066,1078,4,1
6067,1078,5,1
6068,1078,6,1
6069,1078,7,1
6070,1078,8,1
6071,1079,3,1
6072,1079,4,1
6073,1079,5,1
6074,1079,6,1
6075,1079,7,1
6076,1079,8,1
6077,1080,3,1
6078,1080,4,1
6079,1080,5,1
6080,1080,6,1
6081,1080,7,1
6082,1080,8,1
6083,1081,3,1
6084,1081,4,1
6085,1081,5,1
6086,1081,6,1
6087,1081,7,1
6088,1081,8,1
6089,1082,3,1
6090,1082,4,1
6091,1082,5,1
6092,1082,7,1
6093,1082,8,1
6094,1083,3,1
6095,1083,4,1
6096,1083,5,1
6097,1083,6,1
6098,1083,7,1
6099,1083,8,1
6100,1084,3,1
6101,1084,4,1
6102,1084,5,1
6103,1084,6,1
6104,1084,7,1
6105,1084,8,1
6106,1085,1,1
6107,1085,3,1
6108,1085,4,1
6109,1085,5,1
6110,1085,6,1
6111,1085,7,1
6112,1085,8,1
6113,1086,1,1
6114,1086,3,1
6115,1086,4,1
6116,1086,5,1
6117,1086,6,1
6118,1086,7,1
6119,1086,8,1
6120,1087,1,1
6121,1087,3,1
6122,1087,4,1
6123,1087,5,1
6124,1087,6,1
6125,1087,7,1
6126,1087,8,1
6127,1088,3,1
6128,1088,4,1
6129,1088,5,1
6130,1088,6,1
6131,1088,7,1
6132,1088,8,1
6133,1089,3,1
6134,1089,4,1
6135,1089,5,1
6136,1089,6,1
6137,1089,7,1
6138,1089,8,1
6139,1090,3,1
6140,1090,4,1
6141,1090,5,1
6142,1090,6,1
6143,1090,7,1
6144,1090,8,1
6145,1091,3,1
6146,1091,4,1
6147,1091,5,1
6148,1091,6,1
6149,1091,7,1
6150,1091,8,1
6151,1092,3,1
6152,1092,4,1
6153,1092,5,1
6154,1092,6,1
6155,1092,7,1
6156,1092,8,1
6157,1093,3,1
6158,1093,4,1
6159,1093,5,1
6160,1093,6,1
6161,1093,7,1
6162,1093,8,1
6163,1094,3,1
6164,1094,4,1
6165,1094,5,1
6166,1094,6,1
6167,1094,7,1
6168,1094,8,1
6169,1095,3,1
6170,1095,4,1
6171,1095,5,1
6172,1095,6,1
6173,1095,7,1
6174,1095,8,1
6175,1096,3,1
6176,1096,4,1
6177,1096,5,1
6178,1096,7,1
6179,1096,8,1
6180,1097,3,1
6181,1097,4,1
6182,1097,5,1
6183,1097,6,1
6184,1097,7,1
6185,1097,8,1
6186,1098,3,1
6187,1098,4,1
6188,1098,5,1
6189,1098,6,1
6190,1098,7,1
6191,1098,8,1
6192,1099,3,1
6193,1099,4,1
6194,1099,5,1
6195,1099,7,1
6196,1099,8,1
6197,1100,3,1
6198,1100,4,1
6199,1100,5,1
6200,1100,6,1
6201,1100,7,1
6202,1100,8,1
6203,1101,3,1
6204,1101,4,1
6205,1101,5,1
6206,1101,6,1
6207,1101,7,1
6208,1101,8,1
6209,1102,3,1
6210,1102,4,1
6211,1102,5,1
6212,1102,6,1
6213,1102,7,1
6214,1102,8,1
6215,1103,1,1
6216,1103,3,1
6217,1103,4,1
6218,1103,5,1
6219,1103,7,1
6220,1103,8,1
6221,1104,3,1
6222,1104,4,1
6223,1104,5,1
6224,1104,6,1
6225,1104,7,1
6226,1104,8,1
6227,1105,3,1
6228,1105,4,1
6229,1105,5,1
6230,1105,7,1
6231,1105,8,1
6232,1106,3,1
6233,1106,4,1
6234,1106,5,1
6235,1106,6,1
6236,1106,7,1
6237,1106,8,1
6238,1107,3,1
6239,1107,4,1
6240,1107,5,1
6241,1107,6,1
6242,1107,7,1
6243,1107,8,1
6244,1108,1,1
6245,1108,3,1
6246,1108,4,1
6247,1108,5,1
6248,1108,6,1
6249,1108,7,1
6250,1108,8,1
6251,1109,1,1
6252,1109,3,1
6253,1109,4,1
6254,1109,5,1
6255,1109,6,1
6256,1109,7,1
6257,1109,8,1
6258,1110,3,1
6259,1110,4,1
6260,1110,5,1
6261,1110,6,1
6262,1110,7,1
6263,1110,8,1
6264,1111,3,1
6265,1111,4,1
6266,1111,5,1
6267,1111,6,1
6268,1111,7,1
6269,1111,8,1
6270,1112,3,1
6271,1112,4,1
6272,1112,5,1
6273,1112,6,1
6274,1112,7,1
6275,1112,8,1
6276,1113,1,1
6277,1113,3,1
6278,1113,4,1
6279,1113,5,1
6280,1113,6,1
6281,1113,7,1
6282,1113,8,1
6283,1114,3,1
6284,1114,4,1
6285,1114,5,1
6286,1114,6,1
6287,1114,7,1
6288,1114,8,1
6289,1115,3,1
6290,1115,4,1
6291,1115,5,1
6292,1115,6,1
6293,1115,7,1
6294,1115,8,1
6295,1116,3,1
6296,1116,4,1
6297,1116,5,1
6298,1116,6,1
6299,1116,7,1
6300,1116,8,1
6301,1117,3,1
6302,1117,4,1
6303,1117,5,1
6304,1117,6,1
6305,1117,7,1
6306,1117,8,1
6307,1118,3,1
6308,1118,4,1
6309,1118,5,1
6310,1118,6,1
6311,1118,7,1
6312,1118,8,1
6313,1119,3,1
6314,1119,4,1
6315,1119,5,1
6316,1119,6,1
6317,1119,7,1
6318,1119,8,1
6319,1120,3,1
6320,1120,4,1
6321,1120,5,1
6322,1120,6,1
6323,1120,7,1
6324,1120,8,1
6325,1121,3,1
6326,1121,4,1
6327,1121,5,1
6328,1121,6,1
6329,1121,7,1
6330,1121,8,1
6331,1122,3,1
6332,1122,4,1
6333,1122,5,1
6334,1122,6,1
6335,1122,7,1
6336,1122,8,1
6337,1123,3,1
6338,1123,4,1
6339,1123,5,1
6340,1123,6,1
6341,1123,7,1
6342,1123,8,1
6343,1124,1,1
6344,1124,3,1
6345,1124,4,1
6346,1124,5,1
6347,1124,6,1
6348,1124,7,1
6349,1124,8,1
6350,1125,3,1
6351,1125,4,1
6352,1125,5,1
6353,1125,6,1
6354,1125,7,1
6355,1125,8,1
6356,1126,1,1
6357,1126,3,1
6358,1126,4,1
6359,1126,5,1
6360,1126,6,1
6361,1126,7,1
6362,1126,8,1
6363,1127,3,1
6364,1127,4,1
6365,1127,5,1
6366,1127,6,1
6367,1127,7,1
6368,1127,8,1
6369,1128,3,1
6370,1128,4,1
6371,1128,5,1
6372,1128,6,1
6373,1128,7,1
6374,1128,8,1
6375,1129,3,1
6376,1129,4,1
6377,1129,5,1
6378,1129,6,1
6379,1129,7,1
6380,1129,8,1
6381,1130,1,1
6382,1130,3,1
6383,1130,4,1
6384,1130,5,1
6385,1130,6,1
6386,1130,7,1
6387,1130,8,1
6388,1131,1,1
6389,1131,3,1
6390,1131,4,1
6391,1131,5,1
6392,1131,6,1
6393,1131,7,1
6394,1131,8,1
6395,1132,3,1
6396,1132,4,1
6397,1132,5,1
6398,1132,7,1
6399,1132,8,1
6400,1133,3,1
6401,1133,4,1
6402,1133,5,1
6403,1133,7,1
6404,1133,8,1
6405,1134,1,1
6406,1134,3,1
6407,1134,4,1
6408,1134,5,1
6409,1134,6,1
6410,1134,7,1
6411,1134,8,1
6412,1135,3,1
6413,1135,4,1
6414,1135,5,1
6415,1135,7,1
6416,1135,8,1
6417,1136,3,1
6418,1136,4,1
6419,1136,5,1
6420,1136,6,1
6421,1136,7,1
6422,1136,8,1
6423,1137,3,1
6424,1137,4,1
6425,1137,5,1
6426,1137,6,1
6427,1137,7,1
6428,1137,8,1
6429,1138,3,1
6430,1138,4,1
6431,1138,5,1
6432,1138,7,1
6433,1138,8,1
6434,1139,3,1
6435,1139,4,1
6436,1139,5,1
6437,1139,6,1
6438,1139,7,1
6439,1139,8,1
6440,1140,3,1
6441,1140,4,1
6442,1140,5,1
6443,1140,6,1
6444,1140,7,1
6445,1140,8,1
6446,1141,3,1
6447,1141,4,1
6448,1141,5,1
6449,1141,6,1
6450,1141,7,1
6451,1141,8,1
6452,1142,1,1
6453,1142,3,1
6454,1142,4,1
6455,1142,5,1
6456,1142,6,1
6457,1142,7,1
6458,1142,8,1
6459,1143,1,1
6460,1143,3,1
6461,1143,4,1
6462,1143,5,1
6463,1143,6,1
6464,1143,7,1
6465,1143,8,1
6466,1144,3,1
6467,1144,4,1
6468,1144,5,1
6469,1144,6,1
6470,1144,7,1
6471,1144,8,1
6472,1145,3,1
6473,1145,4,1
6474,1145,5,1
6475,1145,6,1
6476,1145,7,1
6477,1145,8,1
6478,1146,3,1
6479,1146,4,1
6480,1146,5,1
6481,1146,7,1
6482,1146,8,1
6483,1147,3,1
6484,1147,4,1
6485,1147,5,1
6486,1147,6,1
6487,1147,7,1
6488,1147,8,1
6489,1148,1,1
6490,1148,3,1
6491,1148,4,1
6492,1148,5,1
6493,1148,7,1
6494,1148,8,1
6495,1149,3,1
6496,1149,4,1
6497,1149,5,1
6498,1149,6,1
6499,1149,7,1
6500,1149,8,1
6501,1150,3,1
6502,1150,4,1
6503,1150,5,1
6504,1150,6,1
6505,1150,7,1
6506,1150,8,1
6507,1151,3,1
6508,1151,4,1
6509,1151,5,1
6510,1151,6,1
6511,1151,7,1
6512,1151,8,1
6513,1152,3,1
6514,1152,4,1
6515,1152,5,1
6516,1152,7,1
6517,1152,8,1
6518,1153,3,1
6519,1153,4,1
6520,1153,5,1
6521,1153,6,1
6522,1153,7,1
6523,1153,8,1
6524,1154,3,1
6525,1154,4,1
6526,1154,5,1
6527,1154,6,1
6528,1154,7,1
6529,1154,8,1
6530,1155,1,1
6531,1155,3,1
6532,1155,4,1
6533,1155,5,1
6534,1155,6,1
6535,1155,7,1
6536,1155,8,1
6537,1156,1,1
6538,1156,3,1
6539,1156,4,1
6540,1156,5,1
6541,1156,6,1
6542,1156,7,1
6543,1156,8,1
6544,1157,1,1
6545,1157,3,1
6546,1157,4,1
6547,1157,5,1
6548,1157,6,1
6549,1157,7,1
6550,1157,8,1
6551,1158,3,1
6552,1158,4,1
6553,1158,5,1
6554,1158,7,1
6555,1158,8,1
6556,1159,3,1
6557,1159,4,1
6558,1159,5,1
6559,1159,7,1
6560,1159,8,1
6561,1160,1,1
6562,1160,3,1
6563,1160,4,1
6564,1160,5,1
6565,1160,6,1
6566,1160,7,1
6567,1160,8,1
6568,1161,3,1
6569,1161,4,1
6570,1161,5,1
6571,1161,6,1
6572,1161,7,1
6573,1161,8,1
6574,1162,3,1
6575,1162,4,1
6576,1162,5,1
6577,1162,6,1
6578,1162,7,1
6579,1162,8,1
6580,1163,3,1
6581,1163,4,1
6582,1163,5,1
6583,1163,6,1
6584,1163,7,1
6585,1163,8,1
6586,1164,1,1
6587,1164,3,1
6588,1164,4,1
6589,1164,5,1
6590,1164,6,1
6591,1164,7,1
6592,1164,8,1
6593,1165,1,1
6594,1165,3,1
6595,1165,4,1
6596,1165,5,1
6597,1165,6,1
6598,1165,7,1
6599,1165,8,1
6600,1166,3,1
6601,1166,4,1
6602,1166,5,1
6603,1166,6,1
6604,1166,7,1
6605,1166,8,1
6606,1167,3,1
6607,1167,4,1
6608,1167,5,1
6609,1167,6,1
6610,1167,7,1
6611,1167,8,1
6612,1168,3,1
6613,1168,4,1
6614,1168,5,1
6615,1168,6,1
6616,1168,7,1
6617,1168,8,1
6618,1169,3,1
6619,1169,4,1
6620,1169,5,1
6621,1169,6,1
6622,1169,7,1
6623,1169,8,1
6624,1170,3,1
6625,1170,4,1
6626,1170,5,1
6627,1170,6,1
6628,1170,7,1
6629,1170,8,1
6630,1171,3,1
6631,1171,4,1
6632,1171,5,1
6633,1171,6,1
6634,1171,7,1
6635,1171,8,1
6636,1172,3,1
6637,1172,4,1
6638,1172,5,1
6639,1172,7,1
6640,1172,8,1
6641,1173,3,1
6642,1173,4,1
6643,1173,5,1
6644,1173,6,1
6645,1173,7,1
6646,1173,8,1
6647,1174,3,1
6648,1174,4,1
6649,1174,5,1
6650,1174,6,1
6651,1174,7,1
6652,1174,8,1
6653,1175,3,1
6654,1175,4,1
6655,1175,5,1
6656,1175,6,1
6657,1175,7,1
6658,1175,8,1
6659,1176,3,1
6660,1176,4,1
6661,1176,5,1
6662,1176,6,1
6663,1176,7,1
6664,1176,8,1
6665,1177,3,1
6666,1177,4,1
6667,1177,5,1
6668,1177,6,1
6669,1177,7,1
6670,1177,8,1
6671,1178,3,1
6672,1178,4,1
6673,1178,5,1
6674,1178,6,1
6675,1178,7,1
6676,1178,8,1
6677,1179,3,1
6678,1179,4,1
6679,1179,5,1
6680,1179,6,1
6681,1179,7,1
6682,1179,8,1
6683,1180,1,1
6684,1180,3,1
6685,1180,4,1
6686,1180,5,1
6687,1180,7,1
6688,1180,8,1
6689,1181,3,1
6690,1181,4,1
6691,1181,5,1
6692,1181,7,1
6693,1181,8,1
6694,1182,3,1
6695,1182,4,1
6696,1182,5,1
6697,1182,6,1
6698,1182,7,1
6699,1182,8,1
6700,1183,3,1
6701,1183,4,1
6702,1183,5,1
6703,1183,6,1
6704,1183,7,1
6705,1183,8,1
6706,1184,3,1
6707,1184,4,1
6708,1184,5,1
6709,1184,6,1
6710,1184,7,1
6711,1184,8,1
6712,1185,3,1
6713,1185,4,1
6714,1185,5,1
6715,1185,7,1
6716,1185,8,1
6717,1186,1,1
6718,1186,3,1
6719,1186,4,1
6720,1186,5,1
6721,1186,7,1
6722,1186,8,1
6723,1187,3,1
6724,1187,4,1
6725,1187,5,1
6726,1187,6,1
6727,1187,7,1
6728,1187,8,1
6729,1188,3,1
6730,1188,4,1
6731,1188,5,1
6732,1188,7,1
6733,1188,8,1
6734,1189,3,1
6735,1189,4,1
6736,1189,5,1
6737,1189,7,1
6738,1189,8,1
6739,1190,3,1
6740,1190,4,1
6741,1190,5,1
6742,1190,6,1
6743,1190,7,1
6744,1190,8,1
6745,1191,3,1
6746,1191,4,1
6747,1191,5,1
6748,1191,6,1
6749,1191,7,1
6750,1191,8,1
6751,1192,1,1
6752,1192,3,1
6753,1192,4,1
6754,1192,5,1
6755,1192,7,1
6756,1192,8,1
6757,1193,3,1
6758,1193,4,1
6759,1193,5,1
6760,1193,6,1
6761,1193,7,1
6762,1193,8,1
6763,1194,3,1
6764,1194,4,1
6765,1194,5,1
6766,1194,7,1
6767,1194,8,1
6768,1195,3,1
6769,1195,4,1
6770,1195,5,1
6771,1195,6,1
6772,1195,7,1
6773,1195,8,1
6774,1196,1,1
6775,1196,3,1
6776,1196,4,1
6777,1196,5,1
6778,1196,6,1
6779,1196,7,1
6780,1196,8,1
6781,1197,3,1
6782,1197,4,1
6783,1197,5,1
6784,1197,6,1
6785,1197,7,1
6786,1197,8,1
6787,1198,3,1
6788,1198,4,1
6789,1198,5,1
6790,1198,6,1
6791,1198,7,1
6792,1198,8,1
6793,1199,3,1
6794,1199,4,1
6795,1199,5,1
6796,1199,6,1
6797,1199,7,1
6798,1199,8,1
6799,1200,3,1
6800,1200,4,1
6801,1200,5,1
6802,1200,6,1
6803,1200,7,1
6804,1200,8,1
6805,1201,3,1
6806,1201,4,1
6807,1201,5,1
6808,1201,6,1
6809,1201,7,1
6810,1201,8,1
6811,1202,1,1
6812,1202,3,1
6813,1202,4,1
6814,1202,5,1
6815,1202,6,1
6816,1202,7,1
6817,1202,8,1
6818,1203,3,1
6819,1203,4,1
6820,1203,5,1
6821,1203,6,1
6822,1203,7,1
6823,1203,8,1
6824,1204,3,1
6825,1204,4,1
6826,1204,5,1
6827,1204,6,1
6828,1204,7,1
6829,1204,8,1
6830,1205,3,1
6831,1205,4,1
6832,1205,5,1
6833,1205,6,1
6834,1205,7,1
6835,1205,8,1
6836,1206,3,1
6837,1206,4,1
6838,1206,5,1
6839,1206,6,1
6840,1206,7,1
6841,1206,8,1
6842,1207,3,1
6843,1207,4,1
6844,1207,5,1
6845,1207,6,1
6846,1207,7,1
6847,1207,8,1
6848,1208,3,1
6849,1208,4,1
6850,1208,5,1
6851,1208,6,1
6852,1208,7,1
6853,1208,8,1
6854,1209,1,1
6855,1209,3,1
6856,1209,4,1
6857,1209,5,1
6858,1209,6,1
6859,1209,7,1
6860,1209,8,1
6861,1210,1,1
6862,1210,3,1
6863,1210,4,1
6864,1210,5,1
6865,1210,6,1
6866,1210,7,1
6867,1210,8,1
6868,1211,3,1
6869,1211,4,1
6870,1211,5,1
6871,1211,6,1
6872,1211,7,1
6873,1211,8,1
6874,1212,3,1
6875,1212,4,1
