allocation_id,cohort_id,resource_id,quantity_needed,quantity_available,allocation_date
820,121,5,70,56,2026-04-08
821,121,6,70,41,2026-04-08
822,121,7,70,64,2026-04-08
823,121,8,70,69,2026-04-08
824,122,1,70,35,2026-06-18
825,122,3,70,65,2026-06-18
826,122,4,70,67,2026-06-18
827,122,5,70,66,2026-06-18
828,122,6,70,54,2026-06-18
829,122,7,70,65,2026-06-18
830,122,8,70,62,2026-06-18
831,123,1,70,32,2026-07-20
832,123,3,70,68,2026-07-20
833,123,4,70,66,2026-07-20
834,123,5,70,56,2026-07-20
835,123,6,70,51,2026-07-20
836,123,7,70,67,2026-07-20
837,123,8,70,65,2026-07-20
838,124,1,70,29,2026-04-06
839,124,3,70,67,2026-04-06
840,124,4,70,63,2026-04-06
841,124,5,70,65,2026-04-06
842,124,6,70,41,2026-04-06
843,124,7,70,69,2026-04-06
844,124,8,70,56,2026-04-06
845,125,1,70,35,2026-03-14
846,125,3,70,66,2026-03-14
847,125,4,70,66,2026-03-14
848,125,5,70,61,2026-03-14
849,125,6,70,40,2026-03-14
850,125,7,70,70,2026-03-14
851,125,8,70,64,2026-03-14
852,126,1,70,30,2026-06-14
853,126,3,70,66,2026-06-14
854,126,4,70,60,2026-06-14
855,126,5,70,66,2026-06-14
856,126,6,70,54,2026-06-14
857,126,7,70,70,2026-06-14
858,126,8,70,66,2026-06-14
